TimeStamp;Частота вращения РВД приведенная;0 - Bad, 1 - Good, 2 - Potential
12:10:08.831;9725.42;1
12:10:08.856;9725.41;1
12:10:08.878;9724.83;1
12:10:08.900;9725.03;1
12:10:08.924;9725.53;1
12:10:08.949;9724.84;1
12:10:08.970;9725.07;1
12:10:08.993;9725.07;1
12:10:09.017;9725.4;1
12:10:09.040;9724.98;1
12:10:09.062;9724.67;1
12:10:09.088;9724.94;1
12:10:09.109;9724.81;1
12:10:09.131;9724.72;1
12:10:09.155;9724.72;1
12:10:09.178;9725.09;1
12:10:09.199;9725.31;1
12:10:09.225;9725.05;1
12:10:09.246;9725.02;1
12:10:09.271;9725.13;1
12:10:09.293;9725.15;1
12:10:09.317;9725.11;1
12:10:09.340;9725.11;1
12:10:09.362;9724.77;1
12:10:09.386;9725.76;1
12:10:09.409;9725.31;1
12:10:09.431;9725.67;1
12:10:09.455;9725.32;1
12:10:09.476;9725.32;1
12:10:09.502;9725.06;1
12:10:09.522;9725.54;1
12:10:09.547;9725.36;1
12:10:09.571;9725.18;1
12:10:09.592;9725.61;1
12:10:09.614;9725.61;1
12:10:09.637;9725.5;1
12:10:09.663;9725.58;1
12:10:09.687;9725.45;1
12:10:09.707;9724.98;1
12:10:09.731;9725.29;1
12:10:09.753;9725.28;1
12:10:09.778;9725.28;1
12:10:09.800;9724.69;1
12:10:09.824;9725.21;1
12:10:09.846;9724.81;1
12:10:09.868;9725.18;1
12:10:09.890;9725.44;1
12:10:09.913;9725.49;1
12:10:09.937;9725.43;1
12:10:09.960;9725.43;1
12:10:09.984;9724.66;1
12:10:10.008;9724.68;1
12:10:10.031;9725.51;1
12:10:10.051;9725.51;1
12:10:10.074;9725.21;1
12:10:10.098;9725.21;1
12:10:10.123;9725.37;1
12:10:10.145;9725.18;1
12:10:10.167;9725.12;1
12:10:10.189;9725.55;1
12:10:10.212;9725.06;1
12:10:10.235;9725.48;1
12:10:10.260;9725.75;1
12:10:10.283;9725.75;1
12:10:10.303;9725.31;1
12:10:10.326;9725.76;1
12:10:10.349;9725.76;1
12:10:10.372;9725.44;1
12:10:10.395;9725.47;1
12:10:10.418;9725.47;1
12:10:10.441;9725.47;1
12:10:10.464;9725.6;1
12:10:10.487;9725.6;1
12:10:10.510;9725.29;1
12:10:10.533;9725.36;1
12:10:10.556;9725.73;1
12:10:10.580;9725.47;1
12:10:10.602;9725.47;1
12:10:10.628;9725.86;1
12:10:10.650;9725.73;1
12:10:10.671;9725.88;1
12:10:10.695;9725.08;1
12:10:10.719;9726.18;1
12:10:10.740;9726.18;1
12:10:10.763;9725.15;1
12:10:10.786;9725.15;1
12:10:10.810;9725.77;1
12:10:10.833;9726.17;1
12:10:10.855;9726.06;1
12:10:10.880;9726.04;1
12:10:10.901;9726.08;1
12:10:10.924;9726.08;1
12:10:10.947;9725.66;1
12:10:10.972;9725.98;1
12:10:10.994;9726.34;1
12:10:11.017;9726.55;1
12:10:11.039;9726.55;1
12:10:11.065;9726.22;1
12:10:11.088;9726.83;1
12:10:11.110;9725.9;1
12:10:11.131;9726.38;1
12:10:11.155;9727.04;1
12:10:11.179;9727.04;1
12:10:11.200;9726.59;1
12:10:11.226;9726.95;1
12:10:11.248;9726.84;1
12:10:11.270;9727.04;1
12:10:11.294;9727.04;1
12:10:11.317;9726.84;1
12:10:11.338;9726.57;1
12:10:11.361;9726.94;1
12:10:11.385;9727.29;1
12:10:11.407;9727.02;1
12:10:11.430;9727.29;1
12:10:11.453;9727.45;1
12:10:11.477;9727.49;1
12:10:11.499;9727.49;1
12:10:11.523;9727.26;1
12:10:11.545;9727.23;1
12:10:11.569;9727.04;1
12:10:11.592;9727.21;1
12:10:11.614;9727.69;1
12:10:11.640;9727.69;1
12:10:11.662;9727.72;1
12:10:11.684;9727;1
12:10:11.706;9727.9;1
12:10:11.729;9727.58;1
12:10:11.753;9727.8;1
12:10:11.775;9727.4;1
12:10:11.798;9727.4;1
12:10:11.822;9727.76;1
12:10:11.844;9728.09;1
12:10:11.869;9728.25;1
12:10:11.891;9728.08;1
12:10:11.914;9727.77;1
12:10:11.937;9727.77;1
12:10:11.959;9728.67;1
12:10:11.987;9728.24;1
12:10:12.007;9727.79;1
12:10:12.030;9727.46;1
12:10:12.052;9727.46;1
12:10:12.074;9728.56;1
12:10:12.097;9728.56;1
12:10:12.120;9728.3;1
12:10:12.143;9728.33;1
12:10:12.169;9727.93;1
12:10:12.189;9728.36;1
12:10:12.212;9727.84;1
12:10:12.235;9727.96;1
12:10:12.258;9727.71;1
12:10:12.284;9727.71;1
12:10:12.306;9728.44;1
12:10:12.329;9728.31;1
12:10:12.351;9727.77;1
12:10:12.375;9728.08;1
12:10:12.398;9728.08;1
12:10:12.422;9728.52;1
12:10:12.444;9729.26;1
12:10:12.466;9729.4;1
12:10:12.488;9728.85;1
12:10:12.511;9729.27;1
12:10:12.535;9728.86;1
12:10:12.558;9728.86;1
12:10:12.583;9728.86;1
12:10:12.604;9728.12;1
12:10:12.628;9728.6;1
12:10:12.650;9729.22;1
12:10:12.674;9729.22;1
12:10:12.695;9729.24;1
12:10:12.719;9729.24;1
12:10:12.741;9728.69;1
12:10:12.767;9728.51;1
12:10:12.789;9728.59;1
12:10:12.810;9728.41;1
12:10:12.834;9728.25;1
12:10:12.858;9728.25;1
12:10:12.884;9727.99;1
12:10:12.905;9728.69;1
12:10:12.925;9728.54;1
12:10:12.948;9728.54;1
12:10:12.971;9728.72;1
12:10:12.996;9728.33;1
12:10:13.020;9728.54;1
12:10:13.041;9729.22;1
12:10:13.065;9728.95;1
12:10:13.086;9728.57;1
12:10:13.112;9731.2;1
12:10:13.134;9728.27;1
12:10:13.156;9728.27;1
12:10:13.180;9729.19;1
12:10:13.202;9728.63;1
12:10:13.226;9729.15;1
12:10:13.249;9730.44;1
12:10:13.272;9730.07;1
12:10:13.295;9730.07;1
12:10:13.317;9729.75;1
12:10:13.339;9729.14;1
12:10:13.362;9728.32;1
12:10:13.386;9729.01;1
12:10:13.409;9729.22;1
12:10:13.431;9729.15;1
12:10:13.455;9729.15;1
12:10:13.479;9729.17;1
12:10:13.502;9729.28;1
12:10:13.525;9728.85;1
12:10:13.547;9728.66;1
12:10:13.569;9728.81;1
12:10:13.594;9728.78;1
12:10:13.617;9728.78;1
12:10:13.641;9729.3;1
12:10:13.661;9728.53;1
12:10:13.686;9728.57;1
12:10:13.707;9728.58;1
12:10:13.730;9729.42;1
12:10:13.754;9728.87;1
12:10:13.777;9728.87;1
12:10:13.799;9728.85;1
12:10:13.824;9728.97;1
12:10:13.845;9728.77;1
12:10:13.869;9728.66;1
12:10:13.893;9728.66;1
12:10:13.914;9728.72;1
12:10:13.938;9728.64;1
12:10:13.961;9728.6;1
12:10:13.984;9728.57;1
12:10:14.009;9728.1;1
12:10:14.031;9727.71;1
12:10:14.053;9728.08;1
12:10:14.075;9728.08;1
12:10:14.101;9728.3;1
12:10:14.122;9728.3;1
12:10:14.147;9727.4;1
12:10:14.167;9728;1
12:10:14.191;9727.67;1
12:10:14.215;9728.01;1
12:10:14.239;9728.01;1
12:10:14.261;9727.98;1
12:10:14.284;9728.2;1
12:10:14.305;9728.62;1
12:10:14.328;9728.43;1
12:10:14.352;9728.34;1
12:10:14.374;9728.34;1
12:10:14.397;9727.78;1
12:10:14.421;9728.94;1
12:10:14.446;9728.32;1
12:10:14.468;9728.27;1
12:10:14.491;9728.56;1
12:10:14.513;9728.42;1
12:10:14.535;9728.42;1
12:10:14.561;9728.29;1
12:10:14.584;9728.65;1
12:10:14.607;9727.9;1
12:10:14.630;9728.18;1
12:10:14.651;9728.41;1
12:10:14.675;9728.41;1
12:10:14.696;9727.74;1
12:10:14.722;9728.4;1
12:10:14.743;9727.45;1
12:10:14.766;9728.44;1
12:10:14.790;9728.66;1
12:10:14.811;9728.66;1
12:10:14.834;9728.17;1
12:10:14.857;9728.2;1
12:10:14.883;9728.24;1
12:10:14.904;9728.51;1
12:10:14.926;9728.57;1
12:10:14.949;9728.58;1
12:10:14.973;9728.43;1
12:10:14.995;9728.43;1
12:10:15.020;9728.38;1
12:10:15.043;9727.95;1
12:10:15.065;9728;1
12:10:15.087;9728.34;1
12:10:15.111;9727.82;1
12:10:15.135;9727.94;1
12:10:15.157;9727.94;1
12:10:15.181;9728.16;1
12:10:15.205;9727.48;1
12:10:15.226;9727.95;1
12:10:15.248;9727.95;1
12:10:15.272;9727.95;1
12:10:15.295;9728.1;1
12:10:15.319;9727.85;1
12:10:15.342;9728.37;1
12:10:15.365;9728.6;1
12:10:15.390;9728.15;1
12:10:15.411;9728.06;1
12:10:15.434;9728.06;1
12:10:15.457;9728.64;1
12:10:15.480;9729.47;1
12:10:15.504;9729.47;1
12:10:15.525;9728.66;1
12:10:15.547;9728.71;1
12:10:15.571;9729.31;1
12:10:15.593;9729.12;1
12:10:15.617;9729.12;1
12:10:15.639;9729.03;1
12:10:15.662;9728.59;1
12:10:15.687;9730.04;1
12:10:15.711;9729.09;1
12:10:15.732;9728.66;1
12:10:15.756;9728.66;1
12:10:15.779;9729.15;1
12:10:15.803;9728.93;1
12:10:15.826;9728.95;1
12:10:15.849;9728.84;1
12:10:15.869;9728.38;1
12:10:15.894;9728.51;1
12:10:15.916;9728.51;1
12:10:15.940;9728.23;1
12:10:15.963;9728.25;1
12:10:15.988;9728.09;1
12:10:16.009;9728.38;1
12:10:16.032;9728.38;1
12:10:16.055;9728.29;1
12:10:16.077;9728.49;1
12:10:16.100;9728.23;1
12:10:16.123;9728.38;1
12:10:16.146;9729.26;1
12:10:16.169;9728.2;1
12:10:16.192;9728.2;1
12:10:16.215;9728.58;1
12:10:16.238;9728.36;1
12:10:16.261;9729.08;1
12:10:16.285;9729.08;1
12:10:16.308;9728.7;1
12:10:16.331;9728.7;1
12:10:16.353;9729.44;1
12:10:16.376;9728.33;1
12:10:16.401;9726.8;1
12:10:16.425;9728.27;1
12:10:16.446;9728.8;1
12:10:16.470;9728.05;1
12:10:16.492;9728.4;1
12:10:16.514;9728.4;1
12:10:16.539;9728.62;1
12:10:16.561;9728.64;1
12:10:16.587;9728.45;1
12:10:16.607;9729.1;1
12:10:16.630;9729.1;1
12:10:16.653;9728.61;1
12:10:16.677;9728.78;1
12:10:16.699;9728.54;1
12:10:16.722;9728.78;1
12:10:16.744;9728.52;1
12:10:16.767;9728.26;1
12:10:16.790;9728.26;1
12:10:16.813;9728.22;1
12:10:16.836;9727.93;1
12:10:16.859;9728.98;1
12:10:16.883;9728.98;1
12:10:16.904;9728.75;1
12:10:16.927;9728.35;1
12:10:16.950;9728.03;1
12:10:16.973;9729.49;1
12:10:16.996;9729.14;1
12:10:17.019;9728.17;1
12:10:17.042;9728.17;1
12:10:17.065;9728.09;1
12:10:17.089;9728.09;1
12:10:17.111;9728.81;1
12:10:17.134;9728.81;1
12:10:17.157;9728.24;1
12:10:17.182;9728.24;1
12:10:17.205;9728.95;1
12:10:17.228;9728.95;1
12:10:17.249;9728.83;1
12:10:17.273;9728.91;1
12:10:17.296;9728.58;1
12:10:17.318;9728.3;1
12:10:17.342;9728.71;1
12:10:17.364;9728.64;1
12:10:17.387;9728.64;1
12:10:17.413;9728.62;1
12:10:17.435;9728.86;1
12:10:17.456;9728.4;1
12:10:17.481;9729.58;1
12:10:17.503;9728.69;1
12:10:17.525;9729.27;1
12:10:17.548;9728.16;1
12:10:17.571;9729.01;1
12:10:17.594;9729.26;1
12:10:17.617;9729.26;1
12:10:17.642;9728.48;1
12:10:17.664;9728.48;1
12:10:17.686;9729.22;1
12:10:17.709;9728.95;1
12:10:17.732;9728.65;1
12:10:17.755;9728.74;1
12:10:17.780;9728.84;1
12:10:17.801;9728.84;1
12:10:17.824;9729.37;1
12:10:17.847;9728.62;1
12:10:17.870;9728.63;1
12:10:17.894;9729.01;1
12:10:17.917;9728.74;1
12:10:17.940;9728.74;1
12:10:17.963;9728.86;1
12:10:17.988;9727.92;1
12:10:18.008;9728.11;1
12:10:18.031;9728.92;1
12:10:18.056;9729.11;1
12:10:18.079;9729.11;1
12:10:18.103;9728.05;1
12:10:18.123;9728.38;1
12:10:18.148;9728.46;1
12:10:18.169;9728.6;1
12:10:18.194;9728.23;1
12:10:18.216;9728.23;1
12:10:18.238;9728.56;1
12:10:18.264;9728.65;1
12:10:18.284;9729.85;1
12:10:18.307;9728.16;1
12:10:18.331;9728.34;1
12:10:18.354;9728.17;1
12:10:18.378;9728.17;1
12:10:18.401;9728.44;1
12:10:18.423;9728.99;1
12:10:18.445;9728.39;1
12:10:18.471;9728.08;1
12:10:18.492;9728.15;1
12:10:18.514;9728.15;1
12:10:18.540;9728.66;1
12:10:18.561;9728.08;1
12:10:18.585;9727.84;1
12:10:18.608;9727.6;1
12:10:18.629;9728.59;1
12:10:18.652;9727.93;1
12:10:18.675;9727.93;1
12:10:18.698;9728.16;1
12:10:18.722;9728.02;1
12:10:18.745;9728.39;1
12:10:18.767;9728.25;1
12:10:18.791;9728.6;1
12:10:18.815;9728.36;1
12:10:18.836;9728.36;1
12:10:18.862;9728.34;1
12:10:18.884;9728.35;1
12:10:18.908;9728.06;1
12:10:18.928;9727.58;1
12:10:18.953;9727.48;1
12:10:18.974;9727.92;1
12:10:18.998;9727.92;1
12:10:19.022;9728.22;1
12:10:19.043;9727.78;1
12:10:19.069;9727.4;1
12:10:19.089;9727.7;1
12:10:19.112;9727.87;1
12:10:19.138;9727.49;1
12:10:19.158;9727.49;1
12:10:19.184;9727.6;1
12:10:19.204;9727.49;1
12:10:19.227;9729.01;1
12:10:19.250;9727.98;1
12:10:19.275;9727.98;1
12:10:19.296;9726.25;1
12:10:19.322;9727.26;1
12:10:19.342;9727.51;1
12:10:19.368;9726.85;1
12:10:19.388;9726.39;1
12:10:19.412;9726.61;1
12:10:19.435;9726.61;1
12:10:19.459;9727.04;1
12:10:19.483;9726.55;1
12:10:19.506;9726.16;1
12:10:19.528;9726.32;1
12:10:19.550;9726.32;1
12:10:19.574;9726.16;1
12:10:19.595;9726.31;1
12:10:19.619;9726.22;1
12:10:19.641;9726.18;1
12:10:19.664;9726.42;1
12:10:19.689;9726.42;1
12:10:19.710;9726.19;1
12:10:19.733;9726.19;1
12:10:19.756;9726.34;1
12:10:19.781;9726.02;1
12:10:19.803;9726.32;1
12:10:19.825;9726.32;1
12:10:19.850;9726.32;1
12:10:19.871;9726.35;1
12:10:19.894;9726.4;1
12:10:19.917;9726.48;1
12:10:19.940;9726.5;1
12:10:19.963;9726.34;1
12:10:19.986;9726.34;1
12:10:20.010;9726.14;1
12:10:20.034;9726.22;1
12:10:20.056;9726.32;1
12:10:20.084;9726.65;1
12:10:20.104;9725.92;1
12:10:20.124;9725.62;1
12:10:20.149;9726.25;1
12:10:20.171;9726.25;1
12:10:20.193;9725.84;1
12:10:20.216;9725.14;1
12:10:20.242;9725.77;1
12:10:20.262;9726.3;1
12:10:20.288;9726.3;1
12:10:20.310;9726.57;1
12:10:20.331;9725.56;1
12:10:20.355;9725.55;1
12:10:20.379;9726.67;1
12:10:20.400;9725.63;1
12:10:20.423;9726.39;1
12:10:20.447;9725.31;1
12:10:20.469;9725.87;1
12:10:20.492;9725.87;1
12:10:20.515;9725.76;1
12:10:20.540;9725.52;1
12:10:20.562;9725.82;1
12:10:20.587;9725.82;1
12:10:20.607;9725.84;1
12:10:20.630;9725.73;1
12:10:20.653;9725.68;1
12:10:20.676;9726.98;1
12:10:20.699;9725.34;1
12:10:20.722;9724.76;1
12:10:20.745;9725.72;1
12:10:20.768;9724.24;1
12:10:20.791;9725.54;1
12:10:20.815;9725.16;1
12:10:20.839;9725.43;1
12:10:20.860;9725.43;1
12:10:20.886;9725.89;1
12:10:20.907;9725.16;1
12:10:20.930;9725.01;1
12:10:20.954;9724.9;1
12:10:20.977;9724.9;1
12:10:20.999;9725.15;1
12:10:21.022;9725.52;1
12:10:21.044;9725.77;1
12:10:21.068;9725.47;1
12:10:21.091;9725.58;1
12:10:21.113;9725.99;1
12:10:21.136;9725.99;1
12:10:21.159;9724.97;1
12:10:21.182;9724.57;1
12:10:21.206;9725.1;1
12:10:21.228;9725.65;1
12:10:21.251;9725.11;1
12:10:21.274;9725.11;1
12:10:21.300;9725.18;1
12:10:21.320;9724.9;1
